"Loans","Loan requests","tick","Banks","Total central bank loans","Total cash & reserve","Total client loans","Total current accounts","Total interbank loans","Total securities","Total term deposits"
25.0,282.0,172.0,40,110432.2626041222,90165.44374528904,349669.87530479074,208677.77313991665,30805.243000962997,369010.1309621439,314354.09890516824
20.0,459.0,173.0,40,118924.99768353018,82654.95130725877,343445.92623157124,202396.3682263252,26564.308603122,369034.72879996523,298533.6734798048
22.0,149.0,174.0,40,120515.12220641876,109710.22415902565,373115.5413575755,232701.6280779277,26589.261705470988,369170.6759547043,323530.0251314808
13.0,14.0,175.0,40,114034.34851471879,100075.36595319812,360750.27238566306,220206.9108616718,18646.760935868453,369963.88210148097,321208.2518053365
29.0,182.0,176.0,40,116048.3492231056,83654.49059149773,344580.43100002984,203901.14117059525,32552.047159893187,369963.88210148097,302955.89926069585
14.0,762.0,177.0,40,141732.57095931488,90331.69475574286,330637.73914656864,189893.0944692052,25468.67466041767,369963.88210148097,284099.49787191005
23.0,84.0,178.0,40,142019.2326464756,116746.49414177066,354475.8321205689,213727.57394190924,21884.93256462819,369971.09674992744,310234.8502192235
12.0,14.0,179.0,40,125772.60276588386,111136.04068669362,366291.9939766831,225543.7357980236,21250.732117221054,370362.6590791527,321262.5889739631
10.0,11.0,180.0,40,117017.67884503084,116329.95889509581,360859.7841999291,220004.69615641484,11504.275964513472,371544.0336586418,336392.8056827074
29.0,169.0,181.0,40,119313.31940252375,71918.8571903086,337238.2160137282,196152.59184571533,35591.82441788944,371544.0336586418,290148.5064131233
25.0,410.0,182.0,40,127411.00322127747,105925.85538170683,364656.77735100634,223994.05047276412,29931.38396114157,371544.0336586418,315654.88109605346
9.0,10.0,183.0,40,120343.2930779265,109643.39332586064,370499.2873509958,229826.93144652093,14960.320209882375,371897.1387192959,326793.2342442123
30.0,36.0,184.0,40,119691.36607103086,91342.44934688676,353845.2633922349,213029.25574538557,31683.851916442654,371900.3647889982,309322.15414284985
26.0,244.0,185.0,40,122241.81531140696,92909.64154803843,352836.2766692433,212010.11926058546,29138.197979258446,371900.3647889982,308348.63232183555
19.0,20.0,186.0,40,120759.15344934947,107940.82363109897,354708.7267557869,213882.56934712883,24435.80687626244,372080.05384466046,325042.165322616
25.0,86.0,187.0,40,120557.68506091271,103860.91334168243,365731.4460288434,224899.69757466414,21197.870943876795,372119.8774388099,321241.5531376354
23.0,350.0,188.0,40,124959.40698225192,95549.48209222362,352714.4228207183,211758.79883599636,31222.62480816141,372146.5584395293,308680.68960290414
19.0,574.0,189.0,40,133289.72123112128,103065.98271249862,354642.25519179064,213686.63120706865,27607.81124920321,372146.5584395293,307882.75352024194
26.0,243.0,190.0,40,137047.8128053058,98741.21500683132,344439.6364747253,203386.69045775317,29169.051059832476,372146.5584395293,299879.9225500916
26.0,68.0,191.0,40,136406.9333775779,105962.066189657,338115.9784292351,196996.46557904631,22358.98656475365,372146.5584395293,307741.6531606452
17.0,111.0,192.0,40,135259.25961099105,114133.51665681187,361073.35240764957,220020.2227567422,24178.00571515948,372309.5268159727,317158.793866078
19.0,81.0,193.0,40,133107.9492883008,112507.75229046437,367697.3072206845,226960.44949686903,19491.093803343312,372370.1851425276,317436.5570462984
25.0,147.0,194.0,40,132750.0764148135,109089.38084480222,358933.3850221643,218102.21777514133,25926.298938648837,372672.17133125296,314705.3566666453
28.0,253.0,195.0,40,135031.50751107302,91235.87488983033,341043.0410950711,200047.9731625238,32696.857484548902,372672.17133125296,294769.77542780235
